order_id,order_placed_at,order_delivered_at
1533664,20-03-2023 01:54,11:11.2
1533665,20-03-2023 01:55,13:08.6
1533666,20-03-2023 01:58,13:58.5
1533667,20-03-2023 02:01,16:47.0
1533668,20-03-2023 02:06,24:50.7
1533669,20-03-2023 02:10,53:11.6
1533670,20-03-2023 02:10,25:42.6
1533671,20-03-2023 02:16,32:07.1
1533672,20-03-2023 02:23,38:34.2
1533673,20-03-2023 02:25,41:01.2
1533674,20-03-2023 02:29,46:00.3
1533675,20-03-2023 02:32,49:26.4
1533676,20-03-2023 02:32,49:24.9
1533677,20-03-2023 02:40,56:22.4
1533678,20-03-2023 02:44,12:23.9
1533679,20-03-2023 02:49,05:06.9
1533680,20-03-2023 02:52,08:36.5
1533681,20-03-2023 02:54,10:58.9
1533682,20-03-2023 02:55,12:17.9
1533683,20-03-2023 02:56,11:46.1
1533684,20-03-2023 03:03,46:06.4
1533685,20-03-2023 03:03,21:33.9
1533686,20-03-2023 03:04,20:23.0
1533687,20-03-2023 03:04,21:49.5
1533688,20-03-2023 03:05,21:17.0
1533689,20-03-2023 03:07,22:29.2
1533690,20-03-2023 03:10,29:00.2
1533691,20-03-2023 03:16,33:06.0
1533692,20-03-2023 03:17,32:37.0
1533693,20-03-2023 03:17,33:06.9
1533694,20-03-2023 03:19,35:20.9
1533695,20-03-2023 03:24,40:05.4
1533696,20-03-2023 03:25,40:36.8
1533697,20-03-2023 03:25,09:31.9
1533698,20-03-2023 03:28,43:50.4
1533699,20-03-2023 03:29,44:24.9
1533700,20-03-2023 03:30,49:51.8
1533701,20-03-2023 03:37,52:30.4
1533702,20-03-2023 03:38,53:18.9
1533703,20-03-2023 03:38,55:18.5
1533704,20-03-2023 03:41,56:49.6
1533705,20-03-2023 03:43,58:30.4
1533706,20-03-2023 03:54,09:15.1
1533707,20-03-2023 03:56,13:36.4
1533708,20-03-2023 04:01,32:56.5
1533709,20-03-2023 04:02,17:13.3
1533710,20-03-2023 04:02,19:02.1
1533711,20-03-2023 04:06,22:50.9
1533712,20-03-2023 04:06,30:56.8
1533713,20-03-2023 04:08,23:40.7
1533714,20-03-2023 04:12,30:55.5
1533715,20-03-2023 04:15,30:11.8
1533716,20-03-2023 04:15,32:50.7
1533717,20-03-2023 04:17,32:25.8
1533718,20-03-2023 04:26,41:44.3
1533719,20-03-2023 04:27,43:34.6
1533720,20-03-2023 04:28,57:26.0
1533721,20-03-2023 04:32,48:11.1
1533722,20-03-2023 04:33,49:25.9
1533723,20-03-2023 04:43,58:40.7
1533724,20-03-2023 04:44,06:48.3
1533725,20-03-2023 04:45,01:50.9
1533726,20-03-2023 04:46,02:03.6
1533727,20-03-2023 04:50,06:18.3
1533728,20-03-2023 04:53,09:10.1
1533729,20-03-2023 04:54,10:43.9
1533730,20-03-2023 04:57,15:01.9
1533731,20-03-2023 04:57,12:07.2
1533732,20-03-2023 04:57,13:34.4
1533733,20-03-2023 05:00,15:37.1
1533734,20-03-2023 05:05,22:28.8
1533735,20-03-2023 05:06,21:44.8
1533736,20-03-2023 05:08,23:37.1
1533737,20-03-2023 05:09,24:46.2
1533738,20-03-2023 05:16,31:04.6
1533739,20-03-2023 05:19,34:40.1
1533740,20-03-2023 05:22,40:01.3
1533741,20-03-2023 05:26,43:33.8
1533742,20-03-2023 05:28,43:16.6
1533743,20-03-2023 05:29,07:54.1
1533744,20-03-2023 05:30,45:02.3
1533745,20-03-2023 05:32,48:09.2
1533746,20-03-2023 05:36,51:25.1
1533747,20-03-2023 05:38,53:47.5
1533748,20-03-2023 05:38,54:46.5
1533749,20-03-2023 05:39,55:10.2
1533750,20-03-2023 05:40,56:28.8
1533751,20-03-2023 05:42,59:00.7
1533752,20-03-2023 05:42,58:00.9
1533753,20-03-2023 05:44,59:38.5
1533754,20-03-2023 05:44,59:58.1
1533755,20-03-2023 05:47,08:05.7
1533756,20-03-2023 05:48,24:05.8
1533757,20-03-2023 05:48,05:43.8
1533758,20-03-2023 05:50,05:52.2
1533759,20-03-2023 05:52,07:39.3
1533760,20-03-2023 05:54,10:10.6
1533761,20-03-2023 05:57,15:03.6
1533762,20-03-2023 05:57,17:22.7
1533763,20-03-2023 06:00,15:24.4
1533764,20-03-2023 06:03,29:29.5
1533765,20-03-2023 06:04,21:07.1
1533766,20-03-2023 06:10,25:33.5
1533767,20-03-2023 06:14,29:53.8
1533768,20-03-2023 06:14,31:31.1
1533769,20-03-2023 06:15,31:04.3
1533770,20-03-2023 06:15,32:23.5
1533771,20-03-2023 06:16,31:26.1
1533772,20-03-2023 06:16,36:18.4
1533773,20-03-2023 06:19,37:51.5
1533774,20-03-2023 06:22,37:40.1
1533775,20-03-2023 06:25,41:31.0
1533776,20-03-2023 06:28,43:56.0
1533777,20-03-2023 06:30,32:51.7
1533778,20-03-2023 06:31,46:29.1
1533779,20-03-2023 06:31,47:29.2
1533780,20-03-2023 06:34,00:29.8
1533781,20-03-2023 06:34,51:29.9
1533782,20-03-2023 06:36,51:05.8
1533783,20-03-2023 06:37,54:48.4
1533784,20-03-2023 06:38,55:08.1
1533785,20-03-2023 06:46,01:21.3
1533786,20-03-2023 06:54,10:26.9
1533787,20-03-2023 06:55,10:36.8
1533788,20-03-2023 06:57,27:04.0
1533789,20-03-2023 07:00,20:00.6
1533790,20-03-2023 07:05,21:02.5
1533791,20-03-2023 07:07,23:00.1
1533792,20-03-2023 07:08,23:30.5
1533793,20-03-2023 07:08,24:05.4
1533794,20-03-2023 07:11,32:17.3
1533795,20-03-2023 07:12,29:14.1
1533796,20-03-2023 07:13,28:48.6
1533797,20-03-2023 07:16,34:55.6
1533798,20-03-2023 07:20,08:58.5
1533799,20-03-2023 07:20,52:02.2
1533800,20-03-2023 07:21,50:23.7
1533801,20-03-2023 07:23,08:31.7
1533802,20-03-2023 07:31,46:51.0
1533803,20-03-2023 07:33,48:52.8
1533804,20-03-2023 07:35,50:56.3
1533805,20-03-2023 07:37,57:41.3
1533806,20-03-2023 07:39,04:43.2
1533807,20-03-2023 07:39,37:00.8
1533808,20-03-2023 07:42,57:30.8
1533809,20-03-2023 07:43,59:53.5
1533810,20-03-2023 07:44,02:03.1
1533811,20-03-2023 07:45,01:38.2
1533812,20-03-2023 07:45,03:40.2
1533813,20-03-2023 07:48,03:34.1
1533814,20-03-2023 07:49,04:44.2
1533815,20-03-2023 07:57,13:09.5
1533816,20-03-2023 08:00,19:14.2
1533817,20-03-2023 08:02,22:44.4
1533818,20-03-2023 08:04,19:53.5
1533819,20-03-2023 08:07,22:59.5
1533820,20-03-2023 08:08,26:50.1
1533821,20-03-2023 08:09,24:26.2
1533822,20-03-2023 08:10,26:25.3
1533823,20-03-2023 08:13,55:51.2
1533824,20-03-2023 08:13,31:24.0
1533825,20-03-2023 08:15,35:37.9
1533826,20-03-2023 08:16,32:44.8
1533827,20-03-2023 08:20,37:52.4
1533828,20-03-2023 08:24,41:36.9
1533829,20-03-2023 08:25,40:59.3
1533830,20-03-2023 08:30,48:11.2
1533831,20-03-2023 08:31,48:37.7
1533832,20-03-2023 08:33,49:10.0
1533833,20-03-2023 08:42,11:13.3
1533834,20-03-2023 08:44,59:21.9
1533835,20-03-2023 08:47,03:13.6
1533836,20-03-2023 08:47,03:09.7
1533837,20-03-2023 08:50,12:16.6
1533838,20-03-2023 08:52,08:57.9
1533839,20-03-2023 08:59,16:03.5
1533840,20-03-2023 09:02,17:21.9
1533841,20-03-2023 09:03,19:01.3
1533842,20-03-2023 09:04,20:33.5
1533843,20-03-2023 09:15,40:10.0
1533844,20-03-2023 09:17,32:11.8
1533845,20-03-2023 09:18,38:32.1
1533846,20-03-2023 09:19,35:27.3
1533847,20-03-2023 09:22,37:21.6
1533848,20-03-2023 09:23,38:12.1
1533849,20-03-2023 09:27,42:42.5
1533850,20-03-2023 09:28,44:31.0
1533851,20-03-2023 09:29,45:04.0
1533852,20-03-2023 09:33,48:50.5
1533853,20-03-2023 09:35,50:05.0
1533854,20-03-2023 09:35,50:25.5
1533855,20-03-2023 09:35,54:25.4
1533856,20-03-2023 09:37,52:10.8
1533857,20-03-2023 09:37,53:25.2
1533858,20-03-2023 09:42,58:32.1
1533859,20-03-2023 09:45,03:35.5
1533860,20-03-2023 09:46,02:21.3
1533861,20-03-2023 09:48,03:45.9
1533862,20-03-2023 09:49,04:13.6
1533863,20-03-2023 09:54,09:29.8
1533864,20-03-2023 09:55,10:56.2
1533865,20-03-2023 09:58,16:40.8
1533866,20-03-2023 10:03,19:17.6
1533867,20-03-2023 10:04,19:41.9
1533868,20-03-2023 10:07,22:32.3
1533869,20-03-2023 10:07,23:35.6
1533870,20-03-2023 10:09,23:41.5
1533871,20-03-2023 10:12,29:33.7
1533872,20-03-2023 10:13,31:02.6
1533873,20-03-2023 10:13,28:52.1
1533874,20-03-2023 10:13,29:11.7
1533875,20-03-2023 10:14,31:09.2
1533876,20-03-2023 10:14,30:12.1
1533877,20-03-2023 10:20,35:40.6
1533878,20-03-2023 10:22,37:36.6
1533879,20-03-2023 10:28,43:43.6
1533880,20-03-2023 10:34,49:27.2
1533881,20-03-2023 10:40,55:45.5
1533882,20-03-2023 10:40,57:06.4
1533883,20-03-2023 10:41,02:12.7
1533884,20-03-2023 10:42,58:41.3
1533885,20-03-2023 10:43,17:10.9
1533886,20-03-2023 10:45,01:39.4
1533887,20-03-2023 10:51,07:22.6
1533888,20-03-2023 10:57,13:18.3
1533889,20-03-2023 11:01,16:19.4
1533890,20-03-2023 11:08,23:45.7
1533891,20-03-2023 11:08,25:24.3
1533892,20-03-2023 11:08,23:56.0
1533893,20-03-2023 11:09,27:31.7
1533894,20-03-2023 11:10,31:52.9
1533895,20-03-2023 11:12,30:40.2
1533896,20-03-2023 11:13,29:07.9
1533897,20-03-2023 11:14,29:56.8
1533898,20-03-2023 11:19,36:01.1
1533899,20-03-2023 11:26,44:20.5
1533900,20-03-2023 11:27,43:35.4
1533901,20-03-2023 11:31,47:50.5
1533902,20-03-2023 11:33,49:31.9
1533903,20-03-2023 11:35,51:05.2
1533904,20-03-2023 11:36,54:25.8
1533905,20-03-2023 11:37,54:41.6
1533906,20-03-2023 11:44,01:11.2
1533907,20-03-2023 11:52,17:27.8
1533908,20-03-2023 11:52,09:05.3
1533909,20-03-2023 11:53,10:22.8
1533910,20-03-2023 11:54,11:35.5
1533911,20-03-2023 11:54,10:20.9
1533912,20-03-2023 11:56,15:49.4
1533913,20-03-2023 12:00,19:17.2
1533914,20-03-2023 12:02,18:10.3
1533915,20-03-2023 12:04,19:08.9
1533916,20-03-2023 12:04,20:28.1
1533917,20-03-2023 12:04,24:41.1
1533918,20-03-2023 12:07,24:33.3
1533919,20-03-2023 12:09,26:13.4
1533920,20-03-2023 12:09,27:10.4
1533921,20-03-2023 12:12,29:48.5
1533922,20-03-2023 12:20,36:40.6
1533923,20-03-2023 12:21,37:13.5
1533924,20-03-2023 12:22,37:49.9
1533925,20-03-2023 12:23,43:38.3
1533926,20-03-2023 12:26,42:31.7
1533927,20-03-2023 12:28,43:42.8
1533928,20-03-2023 12:28,43:24.0
1533929,20-03-2023 12:30,49:33.9
1533930,20-03-2023 12:33,51:10.5
1533931,20-03-2023 12:34,49:49.5
1533932,20-03-2023 12:36,51:39.6
1533933,20-03-2023 12:37,53:19.8
1533934,20-03-2023 12:39,59:02.4
1533935,20-03-2023 12:40,55:47.0
1533936,20-03-2023 12:41,56:06.4
1533937,20-03-2023 12:41,59:50.7
1533938,20-03-2023 12:43,00:54.1
1533939,20-03-2023 12:53,08:38.9
1533940,20-03-2023 12:55,16:53.9
1533941,20-03-2023 12:55,31:42.1
1533942,20-03-2023 12:56,11:42.9
1533943,20-03-2023 13:01,32:22.1
1533944,20-03-2023 13:03,18:34.2
1533945,20-03-2023 13:03,22:59.4
1533946,20-03-2023 13:11,26:55.3
1533947,20-03-2023 13:11,27:12.5
1533948,20-03-2023 13:13,14:22.5
1533949,20-03-2023 13:18,34:31.1
1533950,20-03-2023 13:19,34:08.9
1533951,20-03-2023 13:21,38:34.6
1533952,20-03-2023 13:21,38:49.3
1533953,20-03-2023 13:26,45:27.3
1533954,20-03-2023 13:26,43:56.2
1533955,20-03-2023 13:31,47:30.7
1533956,20-03-2023 13:32,49:24.9
1533957,20-03-2023 13:33,48:50.9
1533958,20-03-2023 13:34,49:10.5
1533959,20-03-2023 13:38,02:21.8
1533960,20-03-2023 13:38,53:16.3
1533961,20-03-2023 13:41,56:10.7
1533962,20-03-2023 13:45,01:47.8
1533963,20-03-2023 13:55,12:44.7
1533964,20-03-2023 13:57,12:37.1
1533965,20-03-2023 13:58,14:05.4
1533966,20-03-2023 14:08,23:13.9
1533967,20-03-2023 14:08,31:44.1
1533968,20-03-2023 14:10,25:47.0
1533969,20-03-2023 14:11,27:28.9
1533970,20-03-2023 14:14,30:32.4
1533971,20-03-2023 14:15,31:24.7
1533972,20-03-2023 14:15,30:36.9
1533973,20-03-2023 14:16,34:08.6
1533974,20-03-2023 14:20,36:46.4
1533975,20-03-2023 14:22,38:19.7
1533976,20-03-2023 14:29,10:52.2
1533977,20-03-2023 14:33,57:03.5
1533978,20-03-2023 14:33,53:54.9
1533979,20-03-2023 14:35,59:02.0
1533980,20-03-2023 14:36,52:03.9
1533981,20-03-2023 14:37,53:04.8
1533982,20-03-2023 14:42,03:57.8
1533983,20-03-2023 14:45,01:13.8
1533984,20-03-2023 14:47,10:20.8
1533985,20-03-2023 14:47,03:19.5
1533986,20-03-2023 14:49,04:53.1
1533987,20-03-2023 14:49,04:59.1
1533988,20-03-2023 14:50,05:55.5
1533989,20-03-2023 14:54,14:31.1
1533990,20-03-2023 14:55,01:55.2
1533991,20-03-2023 14:56,13:29.7
1533992,20-03-2023 14:59,14:29.0
1533993,20-03-2023 15:00,16:08.2
1533994,20-03-2023 15:04,23:34.1
1533995,20-03-2023 15:05,21:42.5
1533996,20-03-2023 15:05,22:02.5
1533997,20-03-2023 15:07,25:35.1
1533998,20-03-2023 15:10,28:32.6
1533999,20-03-2023 15:12,29:33.1
1534000,20-03-2023 15:16,49:43.0
1534001,20-03-2023 15:23,39:04.3
1534002,20-03-2023 15:33,37:03.7
1534003,20-03-2023 15:37,52:37.4
1534004,20-03-2023 15:38,55:00.6
1534005,20-03-2023 15:39,54:08.6
1534006,20-03-2023 15:47,02:43.0
1534007,20-03-2023 15:50,10:43.3
1534008,20-03-2023 15:51,14:53.8
1534009,20-03-2023 15:54,09:46.5
1534010,20-03-2023 15:55,11:21.3
1534011,20-03-2023 16:02,23:41.1
1534012,20-03-2023 16:02,19:14.6
1534013,20-03-2023 16:02,21:31.2
1534014,20-03-2023 16:07,25:55.6
1534015,20-03-2023 16:08,24:34.3
1534016,20-03-2023 16:08,24:17.3
1534017,20-03-2023 16:09,25:25.0
1534018,20-03-2023 16:10,25:44.7
1534019,20-03-2023 16:13,29:05.7
1534020,20-03-2023 16:15,30:35.8
1534021,20-03-2023 16:16,32:06.3
1534022,20-03-2023 16:20,37:59.9
1534023,20-03-2023 16:20,36:22.1
1534024,20-03-2023 16:23,41:41.7
1534025,20-03-2023 16:23,38:46.9
1534026,20-03-2023 16:26,42:04.5
1534027,20-03-2023 16:29,45:44.2
1534028,20-03-2023 16:31,47:28.8
1534029,20-03-2023 16:31,51:20.2
1534030,20-03-2023 16:35,50:49.7
1534031,20-03-2023 16:40,55:29.8
1534032,20-03-2023 16:41,57:16.0
1534033,20-03-2023 16:43,00:02.2
1534034,20-03-2023 16:44,01:01.2
1534035,20-03-2023 16:45,00:27.7
1534036,20-03-2023 16:46,01:31.9
1534037,20-03-2023 16:46,03:54.6
1534038,20-03-2023 16:47,02:36.2
1534039,20-03-2023 16:47,03:10.5
1534040,20-03-2023 16:53,32:30.7
1534041,20-03-2023 16:54,14:50.0
1534042,20-03-2023 16:57,19:46.9
1534043,20-03-2023 16:58,14:56.1
1534044,20-03-2023 16:59,14:30.3
1534045,20-03-2023 17:01,33:02.8
1534046,20-03-2023 17:03,18:26.1
1534047,20-03-2023 17:05,21:13.3
1534048,20-03-2023 17:08,23:52.3
1534049,20-03-2023 17:09,25:52.3
1534050,20-03-2023 17:09,25:08.7
1534051,20-03-2023 17:09,25:15.7
1534052,20-03-2023 17:13,32:55.8
1534053,20-03-2023 17:16,44:58.4
1534054,20-03-2023 17:16,31:23.1
1534055,20-03-2023 17:16,31:50.3
1534056,20-03-2023 17:22,38:52.6
1534057,20-03-2023 17:24,40:35.4
1534058,20-03-2023 17:35,51:52.9
1534059,20-03-2023 17:37,53:15.5
1534060,20-03-2023 17:45,01:06.5
1534061,20-03-2023 17:45,00:35.6
1534062,20-03-2023 17:47,02:35.1
1534063,20-03-2023 17:52,07:41.7
1534064,20-03-2023 17:52,13:51.8
1534065,20-03-2023 17:53,08:57.6
1534066,20-03-2023 17:53,10:20.4
1534067,20-03-2023 17:56,20:50.0
1534068,20-03-2023 17:56,13:41.8
1534069,20-03-2023 17:57,15:20.1
1534070,20-03-2023 18:04,20:45.6
1534071,20-03-2023 18:05,21:41.1
1534072,20-03-2023 18:06,22:33.2
1534073,20-03-2023 18:09,26:08.8
1534074,20-03-2023 18:10,25:11.8
1534075,20-03-2023 18:12,29:56.6
1534076,20-03-2023 18:14,31:05.0
1534077,20-03-2023 18:15,30:41.0
1534078,20-03-2023 18:16,32:34.0
1534079,20-03-2023 18:20,37:26.7
1534080,20-03-2023 18:23,38:36.9
1534081,20-03-2023 18:23,40:04.1
1534082,20-03-2023 18:25,42:41.7
1534083,20-03-2023 18:35,51:40.1
1534084,20-03-2023 18:38,59:31.1
1534085,20-03-2023 18:40,55:08.4
1534086,20-03-2023 18:40,55:21.3
1534087,20-03-2023 18:41,06:01.2
1534088,20-03-2023 18:50,07:56.2
1534089,20-03-2023 18:51,07:10.5
1534090,20-03-2023 18:51,09:17.4
1534091,20-03-2023 18:51,19:12.2
1534092,20-03-2023 18:52,08:37.6
1534093,20-03-2023 18:52,08:59.2
1534094,20-03-2023 18:53,11:53.0
1534095,20-03-2023 18:56,12:21.7
1534096,20-03-2023 18:57,13:54.0
1534097,20-03-2023 18:58,13:33.9
1534098,20-03-2023 18:59,15:08.6
1534099,20-03-2023 19:00,15:14.6
1534100,20-03-2023 19:01,23:10.4
1534101,20-03-2023 19:02,17:25.8
1534102,20-03-2023 19:04,35:21.3
1534103,20-03-2023 19:09,24:23.0
1534104,20-03-2023 19:13,30:34.6
1534105,20-03-2023 19:14,30:17.0
1534106,20-03-2023 19:17,32:37.3
1534107,20-03-2023 19:17,33:46.1
1534108,20-03-2023 19:18,36:51.0
1534109,20-03-2023 19:20,36:30.4
1534110,20-03-2023 19:21,36:54.6
1534111,20-03-2023 19:21,37:55.7
1534112,20-03-2023 19:23,39:03.0
1534113,20-03-2023 19:25,40:09.0
1534114,20-03-2023 19:27,42:43.3
1534115,20-03-2023 19:27,42:51.3
1534116,20-03-2023 19:35,51:16.2
1534117,20-03-2023 19:37,53:34.4
1534118,20-03-2023 19:38,54:31.1
1534119,20-03-2023 19:46,01:17.7
1534120,20-03-2023 19:49,11:56.8
1534121,20-03-2023 19:51,06:42.5
1534122,20-03-2023 19:58,13:28.6
1534123,20-03-2023 19:59,18:18.5
1534124,20-03-2023 19:59,34:34.2
1534125,20-03-2023 20:14,30:21.4
1534126,20-03-2023 20:15,30:10.1
1534127,20-03-2023 20:16,32:06.6
1534128,20-03-2023 20:18,34:04.7
1534129,20-03-2023 20:21,38:01.9
1534130,20-03-2023 20:24,39:56.0
1534131,20-03-2023 20:34,50:12.4
1534132,20-03-2023 20:34,50:40.4
1534133,20-03-2023 20:35,52:36.9
1534134,20-03-2023 20:39,21:09.3
1534135,20-03-2023 20:40,58:31.1
1534136,20-03-2023 20:40,58:16.3
1534137,20-03-2023 20:42,42:09.7
1534138,20-03-2023 20:43,59:03.0
1534139,20-03-2023 20:45,01:28.5
1534140,20-03-2023 20:47,02:57.4
1534141,20-03-2023 20:55,10:49.2
1534142,20-03-2023 20:57,12:30.9
1534143,20-03-2023 21:00,16:23.9
1534144,20-03-2023 21:00,17:22.5
1534145,20-03-2023 21:01,17:01.5
1534146,20-03-2023 21:03,18:28.0
1534147,20-03-2023 21:09,27:50.6
1534148,20-03-2023 21:10,27:39.0
1534149,20-03-2023 21:14,29:41.8
1534150,20-03-2023 21:21,37:30.9
1534151,20-03-2023 21:21,38:23.9
1534152,20-03-2023 21:22,37:41.6
1534153,20-03-2023 21:25,03:41.9
1534154,20-03-2023 21:34,53:59.9
1534155,20-03-2023 21:42,58:10.9
1534156,20-03-2023 21:43,58:51.9
1534157,20-03-2023 21:46,03:10.6
1534158,20-03-2023 21:47,03:21.6
1534159,20-03-2023 21:55,11:50.7
1534160,20-03-2023 21:58,22:16.1
1534161,20-03-2023 21:59,14:59.4
1534162,20-03-2023 21:59,20:51.7
1534163,20-03-2023 22:03,18:57.4
1534164,20-03-2023 22:03,18:56.1
1534165,20-03-2023 22:11,52:43.1
1534166,20-03-2023 22:13,28:46.5
1534167,20-03-2023 22:16,31:47.2
1534168,20-03-2023 22:17,35:30.6
1534169,20-03-2023 22:19,34:30.4
1534170,20-03-2023 22:21,37:42.5
1534171,20-03-2023 22:21,37:11.0
1534172,20-03-2023 22:31,46:35.6
1534173,20-03-2023 22:31,47:47.5
1534174,20-03-2023 22:31,47:00.6
1534175,20-03-2023 22:34,52:14.9
1534176,20-03-2023 22:37,56:07.0
1534177,20-03-2023 22:39,54:47.5
1534178,20-03-2023 22:40,56:29.9
1534179,20-03-2023 22:43,03:02.0
1534180,20-03-2023 22:45,00:17.0
1534181,20-03-2023 22:48,03:59.2
1534182,20-03-2023 22:49,04:33.6
1534183,20-03-2023 22:50,09:48.9
1534184,20-03-2023 22:51,06:30.2
1534185,20-03-2023 22:52,07:07.5
1534186,20-03-2023 22:52,08:33.1
1534187,20-03-2023 22:54,10:00.5
1534188,20-03-2023 22:59,15:19.7
1534189,20-03-2023 23:01,16:43.0
1534190,20-03-2023 23:06,21:37.8
1534191,20-03-2023 23:06,21:46.4
1534192,20-03-2023 23:07,22:54.9
1534193,20-03-2023 23:07,25:04.1
1534194,20-03-2023 23:07,22:36.8
1534195,20-03-2023 23:11,29:50.3
1534196,20-03-2023 23:12,28:56.9
1534197,20-03-2023 23:13,36:42.7
1534198,20-03-2023 23:18,34:04.5
1534199,20-03-2023 23:25,49:04.8
1534200,20-03-2023 23:26,41:33.9
1534201,20-03-2023 23:30,47:14.7
1534202,20-03-2023 23:35,51:25.8
1534203,20-03-2023 23:36,53:05.4
1534204,20-03-2023 23:37,53:07.5
1534205,20-03-2023 23:37,52:51.9
1534206,20-03-2023 23:38,55:54.8
1534207,20-03-2023 23:41,57:33.4
1534208,20-03-2023 23:42,07:37.0
1534209,20-03-2023 23:43,09:48.3
1534210,20-03-2023 23:45,03:56.7
1534211,20-03-2023 23:45,04:12.0
1534212,20-03-2023 23:47,02:10.4
1534213,20-03-2023 23:48,11:02.1
1534214,20-03-2023 23:48,07:33.1
1534215,20-03-2023 23:48,03:57.9
1534216,20-03-2023 23:49,04:55.0
1534217,20-03-2023 23:52,07:42.2
1534218,20-03-2023 23:56,11:45.8
1534219,20-03-2023 23:58,13:38.3
1534220,20-03-2023 23:59,14:34.6
1534221,20-03-2023 23:59,15:28.9
1534222,21-03-2023 00:01,17:23.3
1534223,21-03-2023 00:05,35:19.8
1534224,21-03-2023 00:12,27:09.8
1534225,21-03-2023 00:12,29:00.5
1534226,21-03-2023 00:14,29:10.7
1534227,21-03-2023 00:20,36:06.3
1534228,21-03-2023 00:22,37:33.0
1534229,21-03-2023 00:25,44:00.4
1534230,21-03-2023 00:28,44:39.6
1534231,21-03-2023 00:33,48:28.5
1534232,21-03-2023 00:34,31:34.4
1534233,21-03-2023 00:34,51:11.2
1534234,21-03-2023 00:35,50:41.1
1534235,21-03-2023 00:37,53:48.9
1534236,21-03-2023 00:50,19:41.5
1534237,21-03-2023 00:51,08:37.2
1534238,21-03-2023 00:53,09:02.9
1534239,21-03-2023 00:53,23:12.8
1534240,21-03-2023 00:54,09:45.0
1534241,21-03-2023 01:03,18:39.6
1534242,21-03-2023 01:06,22:08.8
1534243,21-03-2023 01:12,27:42.6
1534244,21-03-2023 01:13,29:16.5
1534245,21-03-2023 01:19,35:13.7
1534246,21-03-2023 01:23,40:36.0
1534247,21-03-2023 01:24,39:50.4
1534248,21-03-2023 01:33,56:13.2
1534249,21-03-2023 01:38,53:27.1
1534250,21-03-2023 01:40,35:42.1
1534251,21-03-2023 01:41,03:20.0
1534252,21-03-2023 01:42,57:50.1
1534253,21-03-2023 01:43,03:25.2
1534254,21-03-2023 01:43,58:51.2
1534255,21-03-2023 01:44,59:34.0
1534256,21-03-2023 01:46,01:19.7
1534257,21-03-2023 01:46,02:29.4
1534258,21-03-2023 01:56,12:47.3
1534259,21-03-2023 01:58,14:17.4
1534260,21-03-2023 02:00,17:00.4
1534261,21-03-2023 02:01,17:09.0
1534262,21-03-2023 02:12,28:19.0
1534263,21-03-2023 02:13,29:25.8
1534264,21-03-2023 02:15,32:09.6
1534265,21-03-2023 02:15,30:52.4
1534266,21-03-2023 02:24,42:12.7
1534267,21-03-2023 02:34,50:05.3
1534268,21-03-2023 02:38,54:29.8
1534269,21-03-2023 02:41,58:03.3
1534270,21-03-2023 02:44,00:18.8
1534271,21-03-2023 02:46,02:21.5
1534272,21-03-2023 02:47,02:07.8
1534273,21-03-2023 02:48,06:00.9
1534274,21-03-2023 02:51,06:29.1
1534275,21-03-2023 02:52,07:40.8
1534276,21-03-2023 02:55,11:05.7
1534277,21-03-2023 02:58,20:38.4
1534278,21-03-2023 02:59,15:05.2
1534279,21-03-2023 03:01,16:19.6
1534280,21-03-2023 03:05,20:50.8
1534281,21-03-2023 03:07,26:50.4
1534282,21-03-2023 03:07,23:29.0
1534283,21-03-2023 03:19,35:12.5
1534284,21-03-2023 03:26,48:29.4
1534285,21-03-2023 03:26,47:22.9
1534286,21-03-2023 03:28,43:43.6
1534287,21-03-2023 03:33,48:41.7
1534288,21-03-2023 03:44,59:25.5
1534289,21-03-2023 03:44,05:18.9
1534290,21-03-2023 03:49,04:39.9
1534291,21-03-2023 03:58,13:37.1
1534292,21-03-2023 04:02,18:30.9
1534293,21-03-2023 04:03,21:02.4
1534294,21-03-2023 04:10,26:05.9
1534295,21-03-2023 04:13,28:27.5
1534296,21-03-2023 04:13,28:36.2
1534297,21-03-2023 04:13,29:29.1
1534298,21-03-2023 04:13,31:02.9
1534299,21-03-2023 04:23,39:05.4
1534300,21-03-2023 04:34,49:44.5
1534301,21-03-2023 04:35,52:06.7
1534302,21-03-2023 04:37,53:45.4
1534303,21-03-2023 04:38,59:53.1
1534304,21-03-2023 04:39,54:55.3
1534305,21-03-2023 04:40,57:20.8
1534306,21-03-2023 04:40,03:14.3
1534307,21-03-2023 04:40,56:02.6
1534308,21-03-2023 04:43,06:23.1
1534309,21-03-2023 04:45,30:25.2
1534310,21-03-2023 04:46,02:09.8
1534311,21-03-2023 04:46,02:18.1
1534312,21-03-2023 04:47,02:49.8
1534313,21-03-2023 05:00,17:18.1
1534314,21-03-2023 05:03,18:38.8
1534315,21-03-2023 05:10,26:09.6
1534316,21-03-2023 05:16,32:40.1
1534317,21-03-2023 05:19,40:02.7
1534318,21-03-2023 05:20,37:39.6
1534319,21-03-2023 05:20,40:39.3
1534320,21-03-2023 05:22,37:24.1
1534321,21-03-2023 05:24,42:33.2
1534322,21-03-2023 05:25,40:22.4
1534323,21-03-2023 05:25,43:33.3
1534324,21-03-2023 05:28,44:40.1
1534325,21-03-2023 05:38,53:23.2
1534326,21-03-2023 05:39,55:13.3
1534327,21-03-2023 05:46,08:01.2
1534328,21-03-2023 05:47,04:49.3
